EmployerName,Position,RegularPay,TotalWages
"University of California, Santa Cruz",Remd Tut I-Non Gship,1100,1100
"University of California, Los Angeles",Food Svc Worker,24749,28676
"University of California, San Diego",Fac Project Mgt Spec 3,132968,148736
"University of California, San Francisco",Prof In Res-Hcomp,201117,198719
"University of California, San Diego",Employment Repr 2,27408,31523
"University of California, San Francisco",HS Asst Clin Prof-Hcomp,55680,55680
"University of California, Berkeley",Stdt 2,143,143
"University of California, Los Angeles",Clin Nurse 2,109015,112879
"University of California, San Francisco",Coll Repr Sr,70557,75040
"University of California, San Diego",Recr Prg Instr 2,0,5745
"University of California, Los Angeles",Resid Phys II-Viii/Rep,66110,78110
"University of California, Berkeley",QA Chef 3,5885,39737
"University of California, Davis",Clin Applications Profl 4,118772,122002
"University of California, Los Angeles",Stdt Recr 1,8570,8764
"University of California, San Diego",Clin Nurse 2,73349,83469
"University of California, Los Angeles",Hosp Blank Ast 3,41813,41942
"University of California, San Francisco",Pat Navgtr Non-Clin 2,7416,7753
"University of California, Davis",Voc Nurse Sr,15409,15614
"University of California, San Diego",Blank Ast 3,48584,48907
"University of California, Davis",Sra 2 Nex,49068,55221
"University of California, Berkeley",Food Svc Worker Prn,9446,9672
"University of California, Los Angeles",Occupational Ther 2 Nex,72137,72865
"University of California, Davis",Prof Of Clin-Hcomp,188717,226481
"University of California, San Francisco",Clin Social Worker 3,133450,134650
"University of California, Los Angeles",Med Ctr Custodian Sr,39519,42600
"University of California, Irvine",Stdt 4,522,522
"University of California, Irvine",Assoc Prof-Ay-B/E/E,139700,197908
"University of California, Los Angeles",Clin Spec Ex,5473,5473
"University of California, Irvine",Asst Prof-Hcomp,115110,138179
"University of California, San Diego",Clin Nurse 2,3201,3316
"University of California, Berkeley",Teachg Asst-1/10-Gship,22705,22705
"University of California, Santa Cruz",Remd Tut I-Non Gship,5669,5831
"University of California, Davis",Assoc Prof Of Clin-Hcomp,185833,196014
"University of California, Davis",Teachg Asst-Gship,22502,22502
"University of California, San Diego",SRA 3,61711,61711
"University of California, Los Angeles",Library Ast 2,5914,26983
"University of California, San Diego",Lab Ast 1,26669,31002
"University of California, Davis",Tchn Prn,58866,69075
"University of California, San Francisco",HS Clin Prof-Hcomp,187310,324300
"University of California, Davis",Stdt 4,236,236
"University of California, Los Angeles",Pat Comm Repr,42895,43721
"University of California, Riverside",Teachg Asst-Gship,20414,27854
"University of California, Riverside",Assoc Prof-Ay,100850,112283
"University of California, Merced",Teachg Asst-Gship,26309,26309
"University of California, Santa Barbara",Teachg Asst-Gship,15046,15046
"University of California, Davis",Blank Ast 4,65643,65643
"University of California, Los Angeles",Med Ctr Cook Pd,879,879
"University of California, Riverside",Postdoc-Employee,30970,30970
"University of California, Riverside",Stdt 1,833,833
"University of California, Davis",Ambul Care Admstn Supv 1,19773,19773
"University of California, Berkeley",Teacher-Spec Prog,700,700
"University of California, Los Angeles",Rsch And Dev Engr 4,108613,108613
"University of California, Riverside",Stdt 2,4253,4257
"University of California, Los Angeles",Lect-Ay-1/9,18794,18794
"University of California, San Diego",Stdt Svc Advisor 2,27361,30771
"University of California, San Diego",Organizational Cnslt 4,107183,108183
"University of California, Irvine",Clin Nurse 2,90800,108304
"University of California, San Diego",Tut-Gship,3535,3535
"University of California, San Diego",Clin Rsch Crd Ast,61557,61557
"University of California, San Diego",Ctrl Utility Plt Opr,90045,111542
"University of California, Los Angeles",Med Ctr Custodian Sr,39856,41669
"University of California, Berkeley",Teacher-Unex,0,7760
"University of California, San Diego",Postdoc-Fellow,5778,60452
"University of California, Los Angeles",Stdt Disability Spec 3,39909,39969
"University of California, Los Angeles",Teachg Asst-Gship,10182,10182
"University of California, Berkeley",Tchn Sr,20085,20104
"University of California, Davis",Food Svc Worker,36206,38528
"University of California, Berkeley",Postdoc-Employee,75926,75926
"University of California, San Francisco",Oth Post-Md Train 2-8/Rep,32314,40609
"University of California, Berkeley",Lect-Ay-1/10,17240,17240
"University of California, San Diego",Emergency Trauma Tchn Sr,54351,63059
"University of California, San Francisco",Nurse Pd,31713,31713
"University of California, Riverside",Teacher-Unex-Contract Yr,0,1100
"University of California, San Diego",Bus Intel Spec 4,151815,154815
"University of California, Davis",Gsr-Full Fee Rem,31871,31871
"University of California, Santa Cruz",Stdt Acad Advisor 3,59646,66143
"University of California, Los Angeles",Acad Prg Mgt Ofcr 5,174960,174960
"University of California, Davis",Cnslng Psychologist 3 Hx,67591,67591
"University of California, San Diego",Resid Phys II-Viii/Rep,61557,67557
"University of California, Berkeley",Admissions Evaluator 3,1868,1868
"University of California, Irvine",Stdt 4,2898,2898
"University of California, Los Angeles",Beh Health Counselor 3,72302,72302
"University of California, San Francisco",Prof Of Clin-Fy,1773,1773
"University of California, Davis",Sra 1,41470,41478
"University of California, Berkeley",Teachg Asst-1/10-Gship,18707,18707
"University of California, Irvine",Stdt 4,1841,1843
"University of California, Los Angeles",Bus Tchl Supp Anl 2 Tx,52958,54458
"University of California, Irvine",Groundskeeper,48498,49998
"University of California, San Francisco",Hosp Rad Physicist Ex,278998,280198
"University of California, Los Angeles",Writer Editor 4,111420,113920
"University of California, San Francisco",Clin Social Worker 2,76897,76897
"University of California, Santa Cruz",Gsr-Partial Fee Rem,42061,42061
"University of California, Los Angeles",Trainer 4,87148,87698
"University of California, San Diego",Lect-Ay-1/9,18919,18919
"University of California, Riverside",Stdt 1,971,971
"University of California, Los Angeles",Publ Educ Spec 3,56113,56113
"University of California, Los Angeles",Custodian Sr,48173,51066
"University of California, Los Angeles",Stdt 2,4995,4995
"University of California, Los Angeles",Lect-Ay,5965,5965
"University of California, San Diego",Stdt 4,10278,10309
"University of California, Los Angeles",Resid Phys/Subspec 4-8/Rep,74223,127645
"University of California, San Diego",Gsr-No Rem,35029,35029
"University of California, Riverside",Divisional Dean,183517,183517
"University of California, Los Angeles",Adj Instr-Fy,0,950
"University of California, San Francisco",Clin Nurse 2,175304,197139
"University of California, Santa Barbara",Stdt Volunteer,0,345
"University of California, Berkeley",Stdt 2,1904,1904
"University of California, San Diego",Hosp Lab Tchn 4,83893,94144
"University of California, Santa Cruz",Assoc Prof-Ay,118683,118683
"University of California, Irvine",Stdt 4,1638,1655
"University of California, Berkeley",Lect In Summer Session,0,6202
"University of California, Los Angeles",Med Ast 3,63156,64486
"University of California, Irvine",Hs Clin Prof-Hcomp,218483,624147
"University of California, Davis",Stdt 3,4759,4759
"University of California, Berkeley",Stdt Life Dev Spec 3,70878,71378
"University of California, Irvine",Prof-Ay,154367,154367
"University of California, San Diego",Gsr-No Rem,5247,5247
"University of California, Los Angeles",HS Assoc Clin Prof-Hcomp,106102,212123
"University of California, San Francisco",Blank Ast 3,58714,59798
"University of California, San Francisco",Resid Phys II-Viii/Non Rep,59380,59380
"University of California, Berkeley",Lect-Ay,23727,23727
"University of California, Berkeley",Stdt 2,1342,1342
"University of California, San Diego",Asc Physcn Diplomate,52940,61541
"University of California, San Francisco",Resid Phys/Subspec 4-8/Rep,71795,87571
"University of California, San Diego",Gsr-Tuit & Fee Rem,7105,7105
"University of California, Irvine",Stdt 4,1677,1677
"University of California, Berkeley",Phys Plt Laborer Gardener B,18582,22492
"University of California, Irvine",Nurse Pract 2,182887,187782
"University of California, Irvine",Med Ctr Custodian Sr,50166,69359
"University of California, Los Angeles",Admin Anl,57030,59953
"University of California, Irvine",Recr Prg Instr 2,2285,2285
"University of California, Davis",IT ArchITect 4,105116,105116
"University of California, Davis",Clin Nurse 2,148173,159040
"University of California, Berkeley",Reader-Non Gship,5021,5021
"University of California, Los Angeles",Blank Ast 3,52128,52655
"University of California, San Francisco",Specialist,87083,87083
"University of California, Los Angeles",Rsch Adm 3,80155,81693
"University of California, Davis",Access Repr Prn,69854,71291
"University of California, Merced",Stdt 3,1598,1598
"University of California, San Diego",Postdoc-Employee,55337,59355
"University of California, Los Angeles",Stdt Life Dev Spec 2,7168,7252
"University of California, Los Angeles",Teachg Asst-Gship,2583,2583
"University of California, San Diego",Custodian Sr,23806,24342
"University of California, Los Angeles",Clin Nurse 2,111725,149826
"University of California, San Diego",Gsr-Tuit & Fee Rem-UCSD-Grp E,22327,22327
"University of California, Los Angeles",Financial Anl 3,27000,27000
"University of California, San Diego",Asc Physcn,168382,329741
"University of California, Davis",Prof-Fy,19242,61706
"University of California, Los Angeles",Stdt 4,6874,6881
"University of California, Los Angeles",HS Assoc Clin Prof-Hcomp,191250,632230
"University of California, San Diego",Beh Health Counselor 3,1953,1953
"University of California, San Diego",Health Profns Educ Spec 2,56048,58048
"University of California, Riverside",Postdoc-Employee,50016,58287
"University of California, Los Angeles",Resid Phys I/Rep,29638,36373
"University of California, Los Angeles",Pat Comm Repr,66195,66753
"University of California, Davis",HS Asst Clin Prof-Hcomp,122600,237837
"University of California, Davis",HS Assoc Clin Prof-Hcomp,139758,259521
"University of California, San Diego",Assoc In __ -Ay-1/9-Gship,25790,30555
"University of California, Irvine",Stdt Camp Prg Onsite,357,357
"University of California, Davis",Med Ofc Svc Crd 3,59925,66099
"University of California, Davis",Clin Nurse 2,128090,141554
"University of California, Davis",Prof-Ay,188442,269509
"University of California, Los Angeles",Asst Prof-Ay,128158,128158
"University of California, Riverside",Stdt 1,329,329
"University of California, Santa Barbara",Cook Sr,3923,7255
"University of California, San Diego",Teachg Asst-Gship,2508,2508
"University of California, Davis",Tut-Non Gship,2738,2738
"University of California, Irvine",Blank Ast 3,56554,56554
"University of California, Davis",Stdt 2,1918,1918
"University of California, Los Angeles",Admin Anl,70758,71644
"University of California, Berkeley",Stdt 2,1434,1434
"University of California, Davis",Assoc Prof-Ay,113467,113467
"University of California, Santa Barbara",Stdt Acad Advisor 3,82806,82806
"University of California, San Francisco",Financial Svc Anl 3,91738,95734
"University of California, Berkeley",Reader-Non Gship,426,426
"University of California, Davis",Rsch Adm 2,37651,41177
"University of California, Davis",Stdt 3,3041,3041
"University of California, San Diego",Auto Equip Opr,35377,35887
"University of California, Santa Cruz",Lect-Ay-Continuing,82225,82708
"University of California, San Diego",Project Policy Anl 3,4091,4091
"University of California, Los Angeles",Stdt 3,4137,4137
"University of California, Los Angeles",Blank Ast 3,49409,49409
"University of California, San Francisco",Recall Faculty,121869,121869
"University of California, San Diego",Stdt 3,9227,9227
"University of California, San Diego",Stdt 4 Wksty,1955,1955
"University of California, San Francisco",Clinician Sched Unsched,60990,64033
"University of California, Merced",Stdt 1,3763,3763
"University of California, Irvine",Financial Svc Mgr 4,282799,370131
"University of California, Davis",Stdt 2,124,124
"University of California, Berkeley",Lect-Miscellaneous/Part Time,0,500
"University of California, Los Angeles",Auditor 1,56875,72896
"University of California, Santa Cruz",Teachg Fellow-Gship,16087,24480
